87 33 41 0.583984375 0.244140625 0.6484375 0.32421875
88 23 41 0.6484375 0.244140625 0.693359375 0.32421875
89 24 41 0.712890625 0.244140625 0.759765625 0.32421875
90 20 41 0.77734375 0.244140625 0.81640625 0.32421875
91 15 41 0.841796875 0.244140625 0.87109375 0.32421875
92 15 41 0.90625 0.244140625 0.935546875 0.32421875
93 16 41 0.00390625 0.32421875 0.03515625 0.404296875
94 21 41 0.068359375 0.32421875 0.109375 0.404296875
95 22 41 0.1328125 0.32421875 0.17578125 0.404296875
96 16 41 0.197265625 0.32421875 0.228515625 0.404296875
97 23 41 0.26171875 0.32421875 0.306640625 0.404296875
98 22 41 0.326171875 0.32421875 0.369140625 0.404296875
99 17 41 0.390625 0.32421875 0.423828125 0.404296875
100 23 41 0.455078125 0.32421875 0.5 0.404296875
101 21 41 0.51953125 0.32421875 0.560546875 0.404296875
102 15 41 0.583984375 0.32421875 0.61328125 0.404296875
103 22 41 0.6484375 0.32421875 0.69140625 0.404296875
104 21 41 0.712890625 0.32421875 0.75390625 0.404296875
105 12 41 0.77734375 0.32421875 0.80078125 0.404296875
106 15 41 0.841796875 0.32421875 0.87109375 0.404296875
107 22 41 0.90625 0.32421875 0.94921875 0.404296875
108 12 41 0.00390625 0.404296875 0.02734375 0.484375
109 32 41 0.068359375 0.404296875 0.130859375 0.484375
110 21 41 0.1328125 0.404296875 0.173828125 0.484375
111 22 41 0.197265625 0.404296875 0.240234375 0.484375
112 22 41 0.26171875 0.404296875 0.3046875 0.484375
113 23 41 0.326171875 0.404296875 0.37109375 0.484375
114 16 41 0.390625 0.404296875 0.421875 0.484375
115 15 41 0.455078125 0.404296875 0.484375 0.484375
116 16 41 0.51953125 0.404296875 0.55078125 0.484375
117 22 41 0.583984375 0.404296875 0.626953125 0.484375
118 21 41 0.6484375 0.404296875 0.689453125 0.484375
119 29 41 0.712890625 0.404296875 0.76953125 0.484375
120 20 41 0.77734375 0.404296875 0.81640625 0.484375
121 21 41 0.841796875 0.404296875 0.8828125 0.484375
122 19 41 0.90625 0.404296875 0.943359375 0.484375
123 16 41 0.00390625 0.484375 0.03515625 0.564453125
124 12 41 0.068359375 0.484375 0.091796875 0.564453125
125 16 41 0.1328125 0.484375 0.1640625 0.564453125
126 21 41 0.197265625 0.484375 0.23828125 0.564453125
196 27 41 0.26171875 0.484375 0.314453125 0.564453125
214 28 41 0.326171875 0.484375 0.380859375 0.564453125
220 25 41 0.390625 0.484375 0.439453125 0.564453125
223 20 41 0.455078125 0.484375 0.494140625 0.564453125
228 23 41 0.51953125 0.484375 0.564453125 0.564453125
246 22 41 0.583984375 0.484375 0.626953125 0.564453125
252 22 41 0.6484375 0.484375 0.69140625 0.564453125
169 28 41 0.71484375 0.484375 0.76953125 0.564453125
